knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight,trend_tier,tier_weight,future_weight_tier
safety standards,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.26207596,0.26207596,0.1843566,0.17651902,0.07771936,DEC03,MCK05,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
safety critical applications,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.26526976,0.26526976,0.24693839,0.19230074,0.018331364,MCK04,DEC03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
safety and governance requirements,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.1861215,0.1861215,0.1856454,0.1808717,0.0004760921,WEF03,MCK05,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
SaaS,5,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26832187,0.26832187,0.23857877,0.23813361,0.029743105,WEF04,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Azure Bicep,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.18709883,0.18709883,0.12164383,0.11916956,0.065455005,MCK02,WEF01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Azure Administrator Associate,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.19943458,0.19943458,0.12689759,0.10160631,0.07253699,MCK02,WEF07,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
AWS parameter groups,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.20483895,0.20483895,0.16124772,0.147321,0.04359123,MCK03,ESCO02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
AV equipment,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.19769338,0.19769338,0.19072938,0.1898079,0.006963998,WEF04,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
BCBS 239,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.11120573,0.11120573,0.107327454,0.09882184,0.003878273,WEF03,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Bash,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.21121567,0.21121567,0.17059961,0.14752862,0.040616065,ONET02,MCK05,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
Bamboo,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.16445583,0.16445583,0.1368927,0.1331731,0.027563125,MCK02,WEF04,Expert_consensus,0.0,Declining,0.0,0.0
B2B software sales,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.28151506,0.28151506,0.25594276,0.22182137,0.0255723,ESCO02,ONET02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
B2B SaaS,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21021062,0.21021062,0.19208145,0.18801199,0.01812917,ESCO01,WEF05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
B2B products,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.1434427,0.1434427,0.10923463,0.092293955,0.034208074,WEF05,ONET03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
B2B,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.13605013,0.13605013,0.11058413,0.108153306,0.025466003,ESCO01,WEF02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Azure Storage,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.27140847,0.27140847,0.1368801,0.1253333,0.13452837,WEF02,ONET02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Azure Resource Manager (ARM) templates,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.26278797,0.26278797,0.17039107,0.13340886,0.0923969,ESCO01,MCK02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
ServiceNow,2,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.17291546,0.17291546,0.16716123,0.15084848,0.0057542324,WEF04,MCK02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
Service Reliability Management,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.23769052,0.23769052,0.21099341,0.20001839,0.026697114,DEC03,MCK05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
service portal,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2516512,0.2516512,0.22725475,0.22461835,0.02439645,WEF04,MCK01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Service Design,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.2509168,0.2509168,0.22548299,0.22004567,0.025433823,ONET02,ONET03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
service boundaries,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.2907828,0.2907828,0.23666671,0.209714,0.0541161,ONET06,ONET02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
server-client communication models,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.24249586,0.24249586,0.23869513,0.2035805,0.0038007349,ONET02,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Series A funding,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.18189791,0.18189791,0.17360118,0.1711323,0.008296728,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
SEO,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.26984838,0.26984838,0.22280505,0.21756665,0.047043324,ONET02,WEF05,Expert_consensus,0.0,Declining,0.0,0.0
sensors,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.15932445,0.15932445,0.13806671,0.12392287,0.021257743,WEF02,MCK01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
semiconductor,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.13598418,0.13598418,0.123041354,0.112348706,0.012942828,ONET06,WEF06,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
semantic search,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.25277227,0.25277227,0.21038638,0.20650059,0.04238589,MCK01,WEF01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
sell-side research,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.2873996,0.2873996,0.24172777,0.22004506,0.04567182,WEF05,ESCO02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
SEEQ,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.15487406,0.15487406,0.1421881,0.11742156,0.012685955,MCK04,MCK05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
SDKs,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.21261132,0.21261132,0.20707813,0.1908021,0.0055331886,ONET02,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
SOA components,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.23819223,0.23819223,0.21471107,0.18815784,0.02348116,DEC02,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
SmartNIC,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.18318093,0.18318093,0.17462209,0.15377526,0.00855884,MCK02,WEF08,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
SLOs,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.20219287,0.20219287,0.19521824,0.18511954,0.0069746375,ONET02,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
SLIs,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.23578377,0.23578377,0.22112787,0.18726787,0.014655903,ONET02,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
SLAs,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.20060864,0.20060864,0.18214762,0.18044949,0.018461019,WEF04,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Autonomous Underwater Vehicles (AUVs),1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.24838868,0.24838868,0.18512072,0.1659429,0.06326796,WEF04,ESCO01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Autonomous Surface Vehicles (USVs),1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.25173414,0.25173414,0.22626133,0.17850047,0.025472805,WEF04,MCK01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
autonomous marine systems,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.23566037,0.23566037,0.223828,0.2126417,0.011832371,ONET06,WEF07,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Automotive,3,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.2354441,0.2354441,0.2202905,0.21259776,0.015153602,WEF07,ESCO02,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
automated weed control,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.18650576,0.18650576,0.12400527,0.120125264,0.06250049,ONET05,WEF07,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
automated metadata ingestion,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21907592,0.21907592,0.21320519,0.21148711,0.0058707297,MCK01,DEC01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
AutoCAD,2,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.19091126,0.19091126,0.18857351,0.17252856,0.0023377538,MCK01,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Australian residential construction regulations,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.17045613,0.17045613,0.15956283,0.1425141,0.0108933,DEC02,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Australian residential construction practices,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.23075305,0.23075305,0.206755,0.1982311,0.023998052,DEC02,MCK02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
SIP,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.15787251,0.15787251,0.14653015,0.12701556,0.011342362,ESCO01,ONET02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
settlement and clearing,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.17168966,0.17168966,0.14736904,0.12431361,0.024320617,MCK02,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
SSIS,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.2637705,0.2637705,0.2446942,0.24120586,0.019076288,ONET02,MCK02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
SRE,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.13655475,0.13655475,0.13103689,0.12968285,0.0055178553,MCK02,ONET02,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
SQL,4,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.28442508,0.28442508,0.229383,0.21629664,0.055042073,DEC01,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
sports,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.2882916,0.2882916,0.28097183,0.1999307,0.007319778,MCK03,ONET01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
specialized alloys,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.16030845,0.16030845,0.15803242,0.15308541,0.0022760332,DEC03,WEF01,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
Spark,2,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.20229904,0.20229904,0.14171582,0.12623577,0.06058322,ONET02,MCK05,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
space planning,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.22874494,0.22874494,0.22716296,0.19964263,0.0015819818,ONET04,ONET02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
SOPs,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.10743538,0.10743538,0.09958086,0.08709711,0.007854521,WEF03,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Solr,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.22612694,0.22612694,0.1467143,0.14290804,0.07941264,DEC03,MCK05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
social,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.20725182,0.20725182,0.20482269,0.19742525,0.0024291277,ONET06,WEF07,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
SOAP,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.16675577,0.16675577,0.13732049,0.1363249,0.029435277,ONET01,WEF05,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
SOA Suite,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.20961636,0.20961636,0.17690259,0.17315441,0.03271377,ONET02,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Streamlit,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.19291586,0.19291586,0.19245942,0.13514848,0.00045643747,DEC02,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
streaming software,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.21037307,0.21037307,0.19905092,0.18353541,0.011322156,ONET04,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
video technology,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.2529196,0.2529196,0.20600931,0.19202623,0.0469103,DEC02,ONET03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
strategic priorities,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.28955126,0.28955126,0.28312433,0.27307135,0.0064269304,ESCO01,MCK04,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
STP,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.1110629,0.1110629,0.10225007,0.08931696,0.00881283,ESCO01,WEF05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
storefronts,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.28663948,0.28663948,0.22797364,0.2001183,0.05866584,ONET03,ONET02,Expert_consensus,0.0,Declining,0.0,0.0
StigViewer,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.13807401,0.13807401,0.090594664,0.07393221,0.047479346,DEC02,WEF07,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
STIG hardening process,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.1105119,0.1105119,0.06125524,0.040261485,0.04925666,ONET02,WEF05,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
steel,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.25236994,0.25236994,0.21030778,0.1929076,0.042062163,ONET03,MCK02,Expert_consensus,0.0,Declining,0.0,0.0
Statistics,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.24392782,0.24392782,0.18512675,0.17255853,0.05880107,ONET02,MCK03,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
statistical methods,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.18287876,0.18287876,0.15364997,0.12676023,0.029228792,ESCO01,DEC01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
State of Washington statutes,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.06247287,0.06247287,0.034575373,0.023638472,0.027897496,DEC01,MCK01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
state management libraries,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.28758562,0.28758562,0.1975077,0.18083489,0.09007792,MCK01,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
standard office equipment,1,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.26947978,0.26947978,0.20971096,0.20261227,0.059768826,DEC02,DEC03,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
SSRS,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.20663495,0.20663495,0.20391282,0.19860895,0.0027221292,MCK04,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Arista Fabric,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.07993042,0.07993042,0.07579622,0.07384381,0.0041342005,WEF04,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Arista,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.16965702,0.16965702,0.103799604,0.09830126,0.06585742,WEF02,ESCO01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
system validation,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.14348216,0.14348216,0.114592895,0.10312377,0.028889269,WEF03,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
system requirements,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2685598,0.2685598,0.25160164,0.23701963,0.016958177,ONET03,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
system design,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.26722306,0.26722306,0.26696664,0.23092875,0.00025641918,ONET06,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
system analysis,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.2504878,0.2504878,0.185906,0.18176901,0.06458181,ESCO02,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Swift,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.18826723,0.18826723,0.18397069,0.18223786,0.004296541,WEF01,WEF07,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
SVN,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.1751159,0.1751159,0.15730971,0.15417759,0.017806187,WEF01,WEF04,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
supply chain,2,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.2493206,0.2493206,0.22783929,0.22389856,0.021481305,ONET02,WEF05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
super funds,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.17165872,0.17165872,0.17123675,0.14969829,0.00042197108,ONET06,ESCO01,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
studio equipment,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27225202,0.27225202,0.24466363,0.23495242,0.027588397,DEC03,ONET03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
studio,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.28425804,0.28425804,0.26398605,0.25818872,0.020271987,WEF07,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
structured induction programme,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.2044571,0.2044571,0.18216276,0.17761235,0.022294343,DEC01,WEF01,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
Structural Engineering,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.2644269,0.2644269,0.25488356,0.23824915,0.0095433295,DEC02,ESCO02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
structs,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.19952604,0.19952604,0.1872823,0.15024097,0.012243748,ONET06,ONET03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Tenable,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.2704643,0.2704643,0.091079265,0.08066919,0.17938504,ONET06,DEC03,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
video streaming technologies,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.22400883,0.22400883,0.21805759,0.20954004,0.0059512407,DEC02,ONET02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
technical audio,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.28265446,0.28265446,0.2503646,0.22601432,0.032289863,MCK02,MCK01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Te Kaupapa Matua,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.105360545,0.105360545,0.0976796,0.095478326,0.007680945,ONET06,MCK05,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
target drilling,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.18630618,0.18630618,0.17289141,0.16936693,0.01341477,MCK02,ESCO01,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
system verification,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.16590512,0.16590512,0.1280095,0.12242609,0.03789562,WEF03,MCK01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
auditorium,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.15494764,0.15494764,0.13189286,0.12566952,0.023054779,ONET03,MCK03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
audio system,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.20061833,0.20061833,0.18282238,0.1775314,0.01779595,ONET03,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
audio software,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2438089,0.2438089,0.19571495,0.1955064,0.048093945,WEF01,ONET03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
audio hardware,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.22269675,0.22269675,0.20771703,0.19945839,0.01497972,ONET02,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Win32,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.13478048,0.13478048,0.13373446,0.09570838,0.0010460168,DEC02,WEF01,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
assembly code,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.22909465,0.22909465,0.13132119,0.121903464,0.09777346,DEC02,WEF07,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
ASO,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.12451853,0.12451853,0.11895739,0.108636424,0.0055611357,WEF07,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Asia Pacific,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.22061297,0.22061297,0.205305,0.1936383,0.015307978,MCK02,ONET04,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
AS9100,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.13744602,0.13744602,0.13079634,0.10968462,0.006649673,DEC03,ONET03,Expert_consensus,0.0,Declining,0.0,0.0
artistry,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.19231345,0.19231345,0.17166485,0.119519636,0.020648599,DEC02,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
academic medical setting,1,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.24943992,0.24943992,0.20265055,0.17519408,0.046789378,ONET02,MCK03,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
Yarn,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.21634915,0.21634915,0.1858735,0.1699242,0.030475661,DEC02,WEF04,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
Xsolla ecosystem,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.09307801,0.09307801,0.086585216,0.07964719,0.0064927936,MCK05,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
XSLT,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.22269994,0.22269994,0.18944901,0.15841159,0.033250928,DEC02,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
XSD,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.20017165,0.20017165,0.16524872,0.16475439,0.034922928,ONET01,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
XQuery,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.14062503,0.14062503,0.12093655,0.11448592,0.01968848,ONET02,ONET05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
XML,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.25658193,0.25658193,0.20068166,0.16105741,0.055900276,ONET01,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
WSDL,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.18682683,0.18682683,0.17602795,0.16328664,0.0107988715,DEC02,ONET03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
