"Sektor","Indonesian Title","English Translation","Indonesian Description","English Description","Source Type"
"Sektor Publik","Skema Okupasi Pejabat Pembuat Komitmen (PPK)","Commitment-Making Official","Skema sertifikasi Pejabat Pembuat Komitmen (PPK) dikembangkan mengacu pada Perpres No. 16 Tahun 2018 jo. Perpres No. 12 Tahun 2021 tentang Pengadaan Barang/Jasa Pemerintah. Mencakup kompetensi menetapkan spesifikasi teknis/KAK dan Rancangan Kontrak, menetapkan HPS, melaksanakan dan mengendalikan kontrak, dan menandatangani SPK/kontrak pengadaan.","The Commitment-Making Official (PPK) scheme references Perpres No. 16 of 2018 amended by Perpres No. 12 of 2021 on Government Procurement. It covers setting technical specifications/TOR and Draft Contracts, establishing HPS, executing and controlling contracts, and signing SPK/procurement contracts competencies.","Template-based / Perpres PBJ"
"Sektor Publik","Skema Okupasi Pokja Pemilihan Pengadaan Barang / Jasa","Procurement Selection Working Group Member","Skema sertifikasi Anggota Pokja Pemilihan Pengadaan Barang/Jasa dikembangkan mengacu pada Perpres No. 16 Tahun 2018 jo. Perpres No. 12 Tahun 2021 tentang Pengadaan Barang/Jasa Pemerintah. Mencakup kompetensi pelaksanaan proses pemilihan penyedia (tender/seleksi), evaluasi penawaran, klarifikasi teknis, dan penetapan pemenang pengadaan.","The Procurement Selection Working Group Member scheme references Perpres No. 16 of 2018 amended by Perpres No. 12 of 2021 on Government Procurement. It covers provider selection processes (tender/selection), bid evaluation, technical clarification, and procurement winner determination competencies.","Template-based / Perpres PBJ"
"Sektor Publik","Skema Okupasi Pejabat Pengadaan","Procurement Officer","Skema sertifikasi Pejabat Pengadaan dikembangkan mengacu pada Perpres No. 16 Tahun 2018 jo. Perpres No. 12 Tahun 2021 tentang Pengadaan Barang/Jasa Pemerintah. Pejabat Pengadaan berwenang melakukan pengadaan langsung, penunjukan langsung, dan e-purchasing untuk pengadaan yang bernilai sampai dengan batas tertentu.","The Procurement Officer scheme references Perpres No. 16 of 2018 amended by Perpres No. 12 of 2021 on Government Procurement. Procurement Officers are authorized to conduct direct procurement, direct appointment, and e-purchasing for procurement up to certain value limits.","Template-based / Perpres PBJ"
"Sektor Publik","Skema Okupasi Analis Kebijakan Publik","Public Policy Analyst","Skema sertifikasi Analis Kebijakan Publik dikembangkan mengacu pada SKKNI Bidang Analis Kebijakan. Mencakup kompetensi analisis konteks kebijakan, perumusan masalah kebijakan, pengembangan alternatif kebijakan, evaluasi kebijakan, dan penyusunan naskah akademik.","The Public Policy Analyst scheme references the SKKNI Public Policy Analysis Field. It covers policy context analysis, policy problem formulation, policy alternative development, policy evaluation, and academic paper preparation competencies.","Template-based / SKKNI Pemerintahan"
"Sektor Publik","Skema Okupasi Public Relations Officer","Public Relations Officer","Skema sertifikasi Public Relations Officer dikembangkan mengacu pada SKKNI Bidang Kehumasan dan Hubungan Masyarakat. Mencakup kompetensi manajemen citra institusi, hubungan media massa, pengelolaan komunikasi krisis, pembuatan konten komunikasi publik, dan koordinasi acara kehumasan.","The Public Relations Officer scheme references the SKKNI Public Relations and Communications Field. It covers institutional image management, mass media relations, crisis communication management, public communication content creation, and public relations event coordination competencies.","Template-based / SKKNI Humas"
"Sektor Publik","Skema Okupasi Pengelola Informasi dan Dokumentasi Publik (PID)","Public Information & Documentation Manager","Skema sertifikasi Pengelola Informasi dan Dokumentasi Publik (PID) dikembangkan mengacu pada SKKNI Bidang Keterbukaan Informasi Publik berdasarkan UU No. 14 Tahun 2008 tentang Keterbukaan Informasi Publik. Mencakup kompetensi pengelolaan informasi publik, pelayanan permohonan informasi, penyelesaian sengketa informasi, dan pelaporan keterbukaan informasi publik.","The Public Information & Documentation Manager (PID) scheme references the SKKNI Public Information Disclosure Field under UU No. 14 of 2008. It covers public information management, information request services, information dispute resolution, and public information disclosure reporting competencies.","Template-based / SKKNI KIP"
"Sektor Publik","Skema Okupasi Junior Administrative Assistant","Junior Administrative Assistant","Skema sertifikasi Junior Administrative Assistant dikembangkan mengacu pada SKKNI Bidang Administrasi Profesional berdasarkan Kepmenaker No. 183 Tahun 2016. Mencakup kompetensi pengelolaan korespondensi, administrasi arsip, pengelolaan jadwal dan agenda pimpinan, serta koordinasi keperluan rapat dan perjalanan dinas.","The Junior Administrative Assistant scheme references SKKNI Kepmenaker No. 183 of 2016 (Professional Administration Field). It covers correspondence management, archive administration, executive schedule and agenda management, and meeting and official travel needs coordination competencies.","Template-based / Kepmenaker 183/2016"
"Sektor Publik","Skema Okupasi Teknisi Pemetaan dan Sistem Informasi Geografis","Mapping & GIS Technician","Skema sertifikasi Teknisi Pemetaan dan Sistem Informasi Geografis dikembangkan mengacu pada SKKNI Bidang Geospasial dan Pemetaan. Mencakup kompetensi pengumpulan data geospasial, pengolahan dan analisis data SIG, pembuatan peta tematik, dan pengelolaan basis data geospasial.","The Mapping & GIS Technician scheme references the SKKNI Geospatial and Mapping Field. It covers geospatial data collection, GIS data processing and analysis, thematic map production, and geospatial database management competencies.","Template-based / SKKNI Geospasial"
"Sektor Publik","Skema Okupasi Penyusun Program Pemberdayaan Masyarakat","Community Empowerment Program Drafter","Skema sertifikasi Penyusun Program Pemberdayaan Masyarakat dikembangkan mengacu pada SKKNI Bidang Pemberdayaan Masyarakat. Mencakup kompetensi penyusunan program pemberdayaan masyarakat berbasis potensi lokal, pengelolaan anggaran program, monitoring dan evaluasi program, serta dokumentasi hasil program.","The Community Empowerment Program Drafter scheme references the SKKNI Community Empowerment Field. It covers drafting community empowerment programs based on local potential, program budget management, program monitoring and evaluation, and program result documentation competencies.","Template-based / SKKNI Sosial"
"Sektor Publik","Skema Okupasi Fasilitator Pemberdayaan Masyarakat","Community Empowerment Facilitator","Skema sertifikasi Fasilitator Pemberdayaan Masyarakat dikembangkan mengacu pada SKKNI Bidang Pemberdayaan Masyarakat. Mencakup kompetensi fasilitasi proses pemberdayaan kelompok masyarakat, mediasi konflik komunitas, pengembangan kapasitas organisasi masyarakat, dan pelaporan perkembangan program pemberdayaan.","The Community Empowerment Facilitator scheme references the SKKNI Community Empowerment Field. It covers facilitating community group empowerment processes, community conflict mediation, community organization capacity development, and empowerment program progress reporting competencies.","Template-based / SKKNI Sosial"
"Pelatihan Asesmen dan Pendidikan","Skema Okupasi Instruktur Junior","Junior Instructor","Kualifikasi Instruktur Junior meliputi kemampuan dalam merencanakan, menyampaikan materi pelatihan atau pembelajaran secara terstruktur guna mencapai tujuan pelatihan atau pembelajaran di bidangnya, menerjemahkan informasi pelatihan atau pembelajaran dan menggunakan alat berdasarkan sejumlah pilihan prosedur atau prinsip-prinsip kerja. Mengacu pada SKKNI berdasarkan Kepmenaker No. 333 Tahun 2020 Bidang Instruktur (KKNI Kualifikasi Level 3).","The Junior Instructor qualification covers the ability to plan and deliver structured training or instructional content to achieve learning objectives in their field, translate training information, and use tools based on a range of procedural choices or working principles. References SKKNI Kepmenaker No. 333 of 2020 (Instructor Field, KKNI Level 3).","Verbatim (puskopcuina.org)"
"Pelatihan Asesmen dan Pendidikan","Skema Okupasi Instruktur (Level IV)","Instructor (Level IV)","Skema sertifikasi Instruktur Level IV dikembangkan mengacu pada SKKNI berdasarkan Kepmenaker No. 333 Tahun 2020 Bidang Instruktur (KKNI Kualifikasi Level 4). Mencakup kompetensi merancang program pelatihan, mengembangkan bahan ajar, memfasilitasi pembelajaran orang dewasa (andragogi), dan mengevaluasi efektivitas pelatihan.","The Instructor (Level IV) scheme references SKKNI Kepmenaker No. 333 of 2020 (Instructor Field, KKNI Level 4). It covers designing training programs, developing instructional materials, facilitating adult learning (andragogy), and evaluating training effectiveness competencies.","Template-based / Kepmenaker 333/2020"
"Pelatihan Asesmen dan Pendidikan","Skema Okupasi Instruktur Senior (Kualifikasi 5)","Senior Instructor (Qualification 5)","Skema sertifikasi Instruktur Senior (Kualifikasi 5) dikembangkan mengacu pada SKKNI berdasarkan Kepmenaker No. 333 Tahun 2020 Bidang Instruktur (KKNI Kualifikasi Level 5). Mencakup kompetensi pengembangan kurikulum pelatihan, manajemen program pelatihan, pembinaan instruktur junior, dan evaluasi dampak pelatihan.","The Senior Instructor (Qualification 5) scheme references SKKNI Kepmenaker No. 333 of 2020 (Instructor Field, KKNI Level 5). It covers training curriculum development, training program management, junior instructor mentoring, and training impact evaluation competencies.","Template-based / Kepmenaker 333/2020"
"Pelatihan Asesmen dan Pendidikan","Skema Okupasi Instruktur Madya","Middle Instructor","Skema sertifikasi Instruktur Madya dikembangkan mengacu pada SKKNI berdasarkan Kepmenaker No. 333 Tahun 2020 Bidang Instruktur. Mencakup kompetensi perencanaan dan pengelolaan program pelatihan multi-modul, pengembangan sistem penilaian pembelajaran, dan koordinasi dengan pemangku kepentingan pelatihan.","The Middle Instructor scheme references SKKNI Kepmenaker No. 333 of 2020 (Instructor Field). It covers planning and managing multi-module training programs, learning assessment system development, and training stakeholder coordination competencies.","Template-based / Kepmenaker 333/2020"
"Pelatihan Asesmen dan Pendidikan","Skema Okupasi Instruktur Master","Master Instructor","Skema sertifikasi Instruktur Master dikembangkan mengacu pada SKKNI berdasarkan Kepmenaker No. 333 Tahun 2020 Bidang Instruktur (KKNI Kualifikasi Level 7–8). Mencakup kompetensi pengembangan strategi pelatihan organisasi, riset dan inovasi metodologi pelatihan, serta kepemimpinan komunitas praktisi pelatihan.","The Master Instructor scheme references SKKNI Kepmenaker No. 333 of 2020 (Instructor Field, KKNI Level 7–8). It covers organizational training strategy development, training methodology research and innovation, and training community of practice leadership competencies.","Template-based / Kepmenaker 333/2020"
"Pelatihan Asesmen dan Pendidikan","Skema Okupasi Asesor Kompetensi","Competency Assessor","Skema sertifikasi Asesor Kompetensi dikembangkan oleh BNSP mengacu pada Pedoman BNSP tentang Asesor Kompetensi. Mencakup kompetensi merencanakan dan mengorganisasikan asesmen kompetensi, mengumpulkan bukti kompetensi melalui berbagai metode (observasi, wawancara, portofolio, tes tertulis), membuat keputusan asesmen, dan memberikan umpan balik kepada asesi.","The Competency Assessor scheme was developed by BNSP referencing BNSP Guidelines on Competency Assessors. It covers planning and organizing competency assessments, gathering competency evidence through various methods (observation, interview, portfolio, written test), making assessment decisions, and providing feedback to assesses competencies.","Template-based / Pedoman BNSP Asesor"
"Pelatihan Asesmen dan Pendidikan","Skema Okupasi Master Asesor Kompetensi","Master Competency Assessor","Skema sertifikasi Master Asesor Kompetensi dikembangkan oleh BNSP mengacu pada Pedoman BNSP tentang Master Asesor Kompetensi. Mencakup kompetensi validasi sistem asesmen, pembinaan dan kalibrasi asesor kompetensi, pengembangan perangkat asesmen, dan audit proses asesmen kompetensi.","The Master Competency Assessor scheme was developed by BNSP referencing BNSP Guidelines on Master Competency Assessors. It covers assessment system validation, competency assessor coaching and calibration, assessment tool development, and competency assessment process auditing competencies.","Template-based / Pedoman BNSP Asesor"
"Pelatihan Asesmen dan Pendidikan","Skema Okupasi Guru Bahasa Inggris SD / SMP / SMA","English Teacher for Elementary / Junior High / Senior High School","Skema sertifikasi Guru Bahasa Inggris dikembangkan mengacu pada SKKNI Bidang Keguruan dan SK Dirjen Guru dan Tenaga Kependidikan. Mencakup kompetensi pedagogik pengajaran Bahasa Inggris (metodologi pengajaran, perancangan RPP, penilaian autentik), kompetensi profesional (penguasaan konten Bahasa Inggris), dan kompetensi komunikatif.","The English Teacher scheme references the SKKNI Teaching Field and SK Dirjen Guru dan Tenaga Kependidikan. It covers English teaching pedagogical competencies (teaching methodology, lesson plan design, authentic assessment), professional competencies (English content mastery), and communicative competencies.","Template-based / SKKNI Keguruan"
"Pelatihan Asesmen dan Pendidikan","Skema Okupasi Laboran","Laboratory Technician","Skema sertifikasi Laboran dikembangkan mengacu pada SKKNI Bidang Laboratorium Sekolah/Perguruan Tinggi. Mencakup kompetensi pengelolaan peralatan dan bahan laboratorium, pelaksanaan pemeliharaan dan kalibrasi alat laboratorium, keselamatan kerja laboratorium, dan dukungan kegiatan praktikum.","The Laboratory Technician scheme references the SKKNI School/Higher Education Laboratory Field. It covers managing laboratory equipment and materials, performing laboratory equipment maintenance and calibration, laboratory workplace safety, and laboratory practical activity support competencies.","Template-based / SKKNI Laboratorium"
"Industri Kreatif dan Komunikasi","Skema Okupasi Penyiar Radio","Radio Broadcaster","Skema sertifikasi Penyiar Radio dikembangkan oleh Komite Skema LSP Penyiaran mengacu pada SKKNI Bidang Industri Penyiaran berdasarkan Kepmenaker No. 321 Tahun 2016 Sub-bidang Penyiaran Radio. Mencakup kompetensi penyiaran langsung (on-air), produksi konten radio, pengoperasian peralatan siaran, dan pengelolaan program siaran radio.","The Radio Broadcaster scheme was developed by LSP Penyiaran, referencing SKKNI Kepmenaker No. 321 of 2016 (Broadcasting Industry – Radio Broadcasting Sub-field). It covers live broadcasting (on-air), radio content production, broadcasting equipment operation, and radio broadcast program management competencies.","Template-based / Kepmenaker 321/2016"
"Industri Kreatif dan Komunikasi","Skema Okupasi Penyiar Televisi","Television Broadcaster","Skema sertifikasi Penyiar Televisi dikembangkan oleh Komite Skema LSP Penyiaran mengacu pada SKKNI Bidang Industri Penyiaran berdasarkan Kepmenaker No. 321 Tahun 2016 Sub-bidang Penyiaran Televisi. Mencakup kompetensi pembawaan acara televisi, pengembangan naskah siaran, penguasaan teknik kamera dan pencahayaan, serta pengelolaan program siaran TV.","The Television Broadcaster scheme references SKKNI Kepmenaker No. 321 of 2016 (Broadcasting Industry – TV Broadcasting Sub-field). It covers TV program hosting, broadcast script development, camera and lighting techniques mastery, and TV broadcast program management competencies.","Template-based / Kepmenaker 321/2016"
